,Notes,SURV_DATE,OBS_RADIUS,LC1_SPECIE,LC2_SPECIE,AREA_SIZE,LAND_MNGT,SOIL_CROP,nuts3,Transect,CLIMANR,WRB_COD,AnnualPrec,WRB_LV1,ParMat1,ParMat2,slope (Degrees)
2030,,17JUN2009:00:00:00,2.0,,,3.0,2.0,1.0,ES300,E30;22;E20;23;D20;61;E20;61;1;23;E20;61;E20;24;E20;23;F00,5.6,CM,353.289999023825,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,4.12451791763306
2031,,17JUL2009:00:00:00,2.0,,,1.0,1.0,1.0,ES300,E20;23;1;61;1;23;E20;71;E10;E20,5.6,LV,354.47000066489,Luvisol,consolidated-clastic-sedimentary rocks,psammite or arenite,0.0
2032,,09JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES300,E10;21;E10;21;E10;61;E20;21;E10,5.8,CM,389.159998768568,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.91899490356445
2033,,04JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES412,E20;B82,5.6,CM,427.650000858307,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.06493425369263
2034,,22JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;B13;2;F00,5.6,CM,468.94999909997,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.66997158527374
2035,many stones,01SEP2009:00:00:00,2.0,,,3.0,2.0,1.0,IE012,E20;31;13;E20;13;e20,4.3,LV,1043.25999794006,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.572938680648804
2036,,25JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES616,B81;E10;61;1;B81;1;32;1;B81,5.7.1,CM,494.129999619722,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,4.12451791763306
2037,,21MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES422,B81;F00;1;E30;B82;61;11;B81,5.6,CM,439.079997706413,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.405135601758957
2038,,11MAY2009:00:00:00,1.0,,,3.0,3.0,1.0,ES422,F00;B82;F00;11;1;61;1;B82,5.6,LV,404.890000540763,Luvisol,metamorphic rocks,weakly metamorphic rocks,1.21524477005005
2039,,18MAY2009:00:00:00,1.0,,,4.0,3.0,1.0,ES422,F00,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.572938680648804
2040,high electrical conductivity,14MAY2009:00:00:00,2.0,,,4.0,2.0,1.0,ES422,E30,5.6,CM,406.41000053212,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.14576280117035
2041,,12MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES422,B82;F00;61;B81;B82;B81,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
2042,,21MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES300,B16;1;A;1;B16;1;23;1;71;F00;1;23;1;31;15;1;61;1;23;1;B16,5.6,CM,353.289999023825,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.905850350856781
2043,,24JUN2009:00:00:00,2.0,,,1.0,2.0,1.0,ES300,E20;A;11;62;11;62;11;62;11;62;11;A;11;F00;11;A;23;F00;A;F00,5.6,LV,354.47000066489,Luvisol,consolidated-clastic-sedimentary rocks,psammite or arenite,0.0
2044,,18MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B21;31;B16;1;B13,5.6,FL,427.650000858307,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.0
2045,,12JUN2009:00:00:00,2.0,,,3.0,1.0,1.0,ES412,D20;E20;21;E20;21;E20;B31;24;B31,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.62013745307922
2046,,08MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,3.2376880645752
2047,,29MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;B41;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.905850350856781
2048,,26MAY2009:00:00:00,1.0,,,2.0,2.0,1.0,ES412,B13;61;B13;B11;B13;61;1;B13;B11,5.6,FL,512.720000622421,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,2.94687962532043
2049,,22JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B15;B13;1;61;1;E20;B13,5.6,CM,512.720000622421,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.810230672359467
2050,,22JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,ES130,D10;E20;C10;C30;D20;C10,5.2,CM,1078.99999780655,Cambisol,igneous rocks,acid to intermediate plutonic rocks,3.08249473571777
2051,,15SEP2009:00:00:00,2.0,,,3.0,1.0,1.0,IE011,E20;23;E20;14;E20;14;E20,4.3,LV,1168.1200050354,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2052,,21MAY2009:00:00:00,1.0,,,3.0,3.0,1.0,ES422,F00;10;F00;1;61;1;B15,5.6,LV,439.079997706413,Luvisol,metamorphic rocks,weakly metamorphic rocks,5.41933584213257
2053,,12MAY2009:00:00:00,2.0,,,4.0,2.0,1.0,ES422,B82;F00;1;B82;F00,5.6,CM,404.890000540763,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2054,,18MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES422,B13;1;61;B43,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2055,,18JUN2009:00:00:00,1.0,,,3.0,3.0,2.0,ES425,F00;1;F00;1;B82;F00;1;61;1;F00,5.6,CM,350.970002105832,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.62013745307922
2056,,14JUL2009:00:00:00,1.0,,,3.0,3.0,1.0,ES425,F00;1;61;B13,5.6,CM,350.970002105832,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2057,,30MAY2009:00:00:00,1.0,,,2.0,2.0,1.0,ES425,B15;E20;61;E20;1;B13;1;15;61;1,5.6,CM,377.580001430959,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.810230672359467
2058,,19MAY2009:00:00:00,1.0,,,2.0,3.0,1.0,ES425,F00;B82;B13;10;22;C20;F00,5.6,CM,362.640001993626,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.86240530014038
2059,high electrical conductivity,26MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES300,E20;61;E10;D20;B14;1;23;E20;61;E20;D20;23;D20;B83,5.6,CM,353.289999023825,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.18070459365845
2060,,12MAY2009:00:00:00,1.0,,,3.0,2.0,2.0,ES412,B41;E20;62;1;B13;C10;E10;B13,5.6,CM,427.650000858307,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2061,,08MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;B13,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.2809591293335
2062,,27MAY2009:00:00:00,1.0,,,3.0,3.0,2.0,ES412,F00;1;62;1;B13;1;F00,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2063,,18JUN2009:00:00:00,2.0,,,3.0,2.0,2.0,ES412,E30;F00;2;32;2;B41;1;61;1;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.06493425369263
2064,,22JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,ES130,E20;61;21;E20;21;A;E20;21;14;G10;14;PI(;E20;)PI,5.2,FL,1078.99999780655,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.66997158527374
2065,,28MAY2009:00:00:00,2.0,C2E,,4.0,2.0,2.0,UKN05,C20;E20,4.3,GL,1168.1200050354,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.06493425369263
2066,,24AUG2009:00:00:00,2.0,,,3.0,3.0,1.0,IE011,H12;23;14;C20,4.3,GL,1168.1200050354,Gleysol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,19.355525970459
2067,,21MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,ES422,B13;1;B82,5.6,CM,439.079997706413,Cambisol,metamorphic rocks,weakly metamorphic rocks,0.0
2068,,11MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES422,B82;F00,5.6,CM,404.890000540763,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.2809591293335
2069,,11MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,ES422,B82;F00;1;B13;1;B81;61;1;B82,5.6,LV,404.890000540763,Luvisol,metamorphic rocks,weakly metamorphic rocks,0.905850350856781
2070,,26MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES300,D20;61;D20;E10;F00;1;F00;71;1;F00;71;1;B21,5.6,CM,353.289999023825,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,5.71059322357178
2071,,18MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;15;B13,5.6,FL,427.650000858307,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.810230672359467
2072,,07MAY2009:00:00:00,1.0,,,3.0,2.0,2.0,ES412,B13;E20;21;E20;71;E20;A;E20,5.6,FL,458.559999904782,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.0
2073,,29MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B11;1;61;1;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.06493425369263
2074,,26MAY2009:00:00:00,1.0,B53K,,3.0,2.0,2.0,ES412,B53;B13;1;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.572938680648804
2075,,17JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B11;E10;B11,5.6,CM,563.45999706313,Cambisol,metamorphic rocks,weakly metamorphic rocks,1.21524477005005
2076,,23JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,ES130,D20;71;62;C30;71;62;E20;23;E20;14;E20,4.0999999999999996,LP,1078.99999780655,Leptosol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,4.6093635559082
2077,,16JUL2009:00:00:00,2.0,,,3.0,1.0,1.0,IE024,E20;14;E20,4.3,LV,929.310004234314,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.46044516563416
2078,,10AUG2009:00:00:00,2.0,,,2.0,1.0,1.0,IE012,E20;13;62;13;E20;14;E20,4.3,GL,922.370007896423,Gleysol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,0.0
2079,,30AUG2009:00:00:00,2.0,,,4.0,2.0,2.0,IE012,E20;23;E20;23;22;1;62;1;23;21;24;E20,4.3,LV,1057.95000371933,Luvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,3.43363046646118
2080,,27AUG2009:00:00:00,2.0,,,3.0,1.0,1.0,IE012,E20;C10;32;C10;D10;C10;E20;31;C10;21;23;E20,4.3,LV,1057.95000371933,Luvisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,5.82291555404663
2081,,07SEP2009:00:00:00,2.0,,,3.0,1.0,1.0,IE012,E20;13;62;24;13;31;E20;13;E20;13;E20,4.3,GL,1073.02999830246,Gleysol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,1.21524477005005
2082,,11SEP2009:00:00:00,2.0,,,3.0,1.0,1.0,IE011,E20;C20,4.3,GL,1073.02999830246,Gleysol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,3.08249473571777
2083,,18MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES616,B81;F00;B81,5.6,CM,494.129999619722,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
2084,,31MAY2009:00:00:00,2.0,,,3.0,2.0,2.0,ES616,B81;E10;B81;1;32;1;B81,5.6,CM,501.910000177473,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,24.0011501312256
2085,,25JUL2009:00:00:00,2.0,,,2.0,2.0,1.0,ES616,B81;E10;B14;B42;1;B81;61;B81,5.6,CM,501.910000177473,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,3.08249473571777
2086,,18JUN2009:00:00:00,1.0,,,3.0,3.0,1.0,ES425,F00;1;61;E20;B82,5.6,CM,350.970002105832,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.66997158527374
2087,,30MAY2009:00:00:00,1.0,,,3.0,3.0,1.0,ES425,F00;1;F00,5.6,CM,377.580001430959,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,3.48087739944458
2088,,30MAY2009:00:00:00,1.0,,,2.0,2.0,1.0,ES425,B13;B81;B82;61;B82;F00;15;B82;15,5.6,CM,377.580001430959,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,6.26441860198975
2089,,22MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,ES425,B81;E30;1;61;E20;23;10;E20;F00;10;A;E10;A;23;B81;B82,5.6,FL,377.580001430959,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.14576280117035
2090,,02JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;24;B13;E30;D10;71;D10,5.6,CM,404.509999376535,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2091,many stones,12MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;51;B13,5.6,CM,427.650000858307,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2092,,28MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,ES412,B13,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2093,,08MAY2009:00:00:00,1.0,,,3.0,2.0,2.0,ES412,B41;A;61;B41;E20;F00;1;32;14;F00,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2094,,08JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;B11,5.6,FL,458.559999904782,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.905850350856781
2095,,26MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;B13;1;61;1;B11,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2096,many stones,27MAY2009:00:00:00,1.0,,,2.0,2.0,1.0,ES412,B13;1;61;2;11;G20;2;PI(;B11;B13;B11;)PI,5.6,FL,512.720000622421,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,2.02486824989319
2097,,17JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES412,E20;2;F00;1;F00;1;F00;1;F00;10;E10;11;2;E10,5.6,LP,563.45999706313,Leptosol,consolidated-clastic-sedimentary rocks,psammite or arenite,2.02486824989319
2098,,03SEP2009:00:00:00,2.0,,,3.0,2.0,1.0,IE012,E20;23;1;61;C10;13;D20;62;1;13;PI(;C10;13;23;E20;C10;23;E20;)PI,4.3,GL,954.200005149841,Gleysol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
2099,,13JUN2009:00:00:00,2.0,,,4.0,2.0,1.0,ES616,B81;E10,5.8,CM,494.129999619722,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,8.1481294631958
2100,,18MAY2009:00:00:00,2.0,,,4.0,2.0,1.0,ES422,B82;F00;1;21;61;F00,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2101,,14JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,ES425,E30;71;1;61;1;B81;D20;61;D20;51;D20,5.6,CM,350.970002105832,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2102,,01JUN2009:00:00:00,2.0,,,3.0,1.0,1.0,ES300,E10;62;E20,5.6,RG,389.159998768568,Regosol,igneous rocks,acid to intermediate plutonic rocks,1.14576280117035
2103,,29JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;61;1;B12;F00;E30,5.6,CM,412.150001317263,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.14576280117035
2104,,14JUN2009:00:00:00,2.0,,,1.0,2.0,1.0,ES412,E20;F00;D20;E20;B74;E20;F00,5.6,CM,427.650000858307,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.66997158527374
2105,,12MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;B13,5.6,CM,427.650000858307,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,5.43427896499634
2106,,07MAY2009:00:00:00,1.0,,,1.0,2.0,1.0,ES412,B13;61;62;1;E20,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.46044516563416
2107,,07MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;B41;1;B11,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2108,,10JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES412,E20;15;1;32;1;C10;B13,5.6,CM,458.559999904782,Cambisol,No information,No information,2.71574187278748
2109,,17JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;61;1;E10;D10;C10,5.6,CM,563.45999706313,Cambisol,metamorphic rocks,weakly metamorphic rocks,1.2809591293335
2110,,16JUN2009:00:00:00,1.0,,,1.0,2.0,1.0,ES130,B31;2;11;2;B11;1;61;1;B21,5.6,CM,563.45999706313,Cambisol,igneous rocks,acid to intermediate plutonic rocks,0.0
2111,,03SEP2009:00:00:00,2.0,,,3.0,1.0,1.0,IE012,E20;13;62;13;C10;E20;13;H12,4.3,GL,1002.88000106812,Gleysol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.62013745307922
2112,,04SEP2009:00:00:00,2.0,,,4.0,1.0,1.0,IE012,E20,4.3,LV,1060.20000457764,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2113,,28AUG2009:00:00:00,2.0,,,4.0,1.0,1.0,IE011,D20,4.3,HS,1168.1200050354,Histosol,igneous rocks,acid to intermediate plutonic rocks,6.65173292160034
2114,,23JUL2009:00:00:00,1.0,,,4.0,2.0,3.0,ES422,B14;1;61;1;B14,5.6,CM,469.189998571575,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2115,,18MAY2009:00:00:00,1.0,,,3.0,3.0,1.0,ES422,F00;E20;61;1;F00,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.06493425369263
2116,,29JUN2009:00:00:00,1.0,,,3.0,3.0,1.0,ES412,F00;1;61;1;B82;E30;E10;F00,5.6,CM,429.420003199577,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,6.90134906768799
2117,,08MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;F00,5.6,CM,458.559999904782,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.905850350856781
2118,,19MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES425,E30;D20;B82;E30,5.6,CM,377.580001430959,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.36102819442749
2119,,20JUL2009:00:00:00,1.0,,,3.0,3.0,1.0,ES300,F00;E20;61;E10;61,5.6,CM,354.47000066489,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.0
2120,,10JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B41;1;62;F00;E20;61;1;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.71835803985596
2121,,26MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,ES412,B11;B13,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2122,,27MAY2009:00:00:00,1.0,,,3.0,2.0,2.0,ES412,B13;1;61;2;B11;E20,5.6,CM,512.720000622421,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.02486824989319
2123,,16JUN2009:00:00:00,2.0,C14,,4.0,2.0,2.0,ES414,C10;E10;61;C10;61;D10,5.6,LP,563.45999706313,Leptosol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.02486824989319
2124,,15JUN2009:00:00:00,2.0,C14,,4.0,2.0,2.0,ES130,C10;E10;21;D20;21;C10;D20;C10;D10;E10;C10;21;D10;PI(;C10;)PI,5.5.1,LV,563.45999706313,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.405135601758957
2125,,15JUN2009:00:00:00,1.0,,,3.0,1.0,2.0,ES130,B55;21;2;E10;A;B43;62;21;62;A,5.5.1,LV,641.909998989105,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
2126,,04SEP2009:00:00:00,2.0,,,4.0,1.0,1.0,IE012,E20;D20;32;13;23;E20,4.3,LV,1002.88000106812,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,7.20912075042725
2127,,05AUG2009:00:00:00,2.0,,,4.0,1.0,1.0,IE011,E20;32;E20;62;E20,4.3,PZ,1175.19000034332,Podzol,metamorphic rocks,acid regional metamorphic rocks,1.2809591293335
2128,,13JUN2009:00:00:00,2.0,,,3.0,2.0,1.0,ES616,B81;F00;1;61;1;B81;24;B81,5.8,CM,494.129999619722,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.59240627288818
2129,,31MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES616,B81;F00;24;B81;61;B81;2;32;2;B81,5.6,CM,494.129999619722,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,9.24597358703613
2130,,07JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,ES422,B82;F00,5.6,CM,444.310000629723,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.905850350856781
2131,,27MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ES422,B82;F00;1;31;62;31;1;B13,5.6,LV,444.310000629723,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,15.7790937423706
2132,,04JUN2009:00:00:00,1.0,,,3.0,3.0,1.0,ES422,F00;E20;B82;F00,5.6,CM,444.310000629723,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,18.7818088531494
2133,,31MAY2009:00:00:00,1.0,,,3.0,3.0,1.0,ES422,F00;1;B13;1;61;1;B82,5.6,CM,404.890000540763,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2134,high electrical conductivity,15MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,ES422,E20;61;E20;23;D10;PI(;E20;23;E20;61;E20;A;)PI,5.6,CM,406.41000053212,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.905850350856781
2135,,15MAY2009:00:00:00,1.0,,,1.0,3.0,1.0,ES422,F00;B82;61;B11,5.6,CM,406.41000053212,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.71835803985596
2136,,02JUN2009:00:00:00,2.0,,,2.0,2.0,1.0,ES300,B82;F00;1;23;1;61;1;B41;B81,5.6,CM,390.889999925345,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2137,,01JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES300,B13;E30;11;G20;11;F00;1;F00,5.6,FL,389.159998768568,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,2.94687962532043
2138,,29JUN2009:00:00:00,1.0,,,1.0,3.0,2.0,ES300,F00;1;B11;1;B13;1;F00;1;62;1;B11;13;B11;1;62,5.6,CM,389.159998768568,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.02486824989319
2139,,02JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B11;1;F00,5.6,CM,412.150001317263,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.14576280117035
2140,,12MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;B13,5.6,CM,429.420003199577,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,0.0
2141,,10JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ES412,B13;1;61;E20;B13;1;B11,5.6,FL,458.559999904782,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.905850350856781
